id,host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day,last_review_dayofyear,last_review_dayofweek
24140119,181885526,Queens,40.67344,-73.82096,Private room,69,1,91,5.95,1,90,2019,7,5,186,6
32653951,148960265,Manhattan,40.87618,-73.91268,Private room,40,3,0,0.83,3,308,2019,7,1,111,2
14761949,25543706,Manhattan,40.82489,-73.95337,Private room,80,2,93,2.69,1,215,2019,6,27,178,5
32695762,244746656,Manhattan,40.75215,-73.97269,Entire home/apt,315,1,0,1.54,4,3,2019,6,16,160,7
3769257,19315796,Manhattan,40.75911,-73.96299,Private room,70,1,0,0.02,1,0,2015,12,24,169,2
34788798,41672509,Manhattan,40.84433,-73.93948,Private room,60,1,13,7.5,1,316,2019,6,24,175,2
12088134,64791940,Manhattan,40.77433,-73.94854,Private room,35,11,9,0.24,1,0,2018,3,31,90,7
14280163,60557711,Manhattan,40.70851,-74.00563,Entire home/apt,300,6,3,0.1,1,358,2018,12,30,364,1
7175595,37588475,Brooklyn,40.68582,-73.92963,Private room,66,1,0,0.02,1,0,2016,1,5,5,1
3688197,11371357,Brooklyn,40.64644,-73.9756,Entire home/apt,95,1,10,0.21,1,0,2018,12,29,363,7
30464498,46745791,Manhattan,40.76289,-73.98808,Entire home/apt,145,2,3,0.46,1,0,2019,1,2,2,4
20420499,209300,Brooklyn,40.68531,-73.97451,Private room,75,1,152,6.58,2,41,2019,6,22,173,7
12887457,1475015,Manhattan,40.75754,-73.96943,Entire home/apt,115,30,0,0.45,52,343,2019,5,10,161,5
35232920,28357796,Manhattan,40.75347,-73.99883,Entire home/apt,210,1,0,1,1,337,2019,6,6,173,3
9218051,20123860,Manhattan,40.72647,-73.98379,Private room,95,1,2,0.04,2,0,2015,11,10,314,3
5102006,26360956,Brooklyn,40.68854,-73.99533,Entire home/apt,160,4,16,0.3,1,0,2016,11,21,326,2
33887493,133130315,Manhattan,40.76582,-73.98571,Private room,100,3,0,1,6,351,2019,7,6,151,2
8985856,27670390,Brooklyn,40.69402,-73.97274,Private room,55,1,3,0.09,1,0,2018,12,31,365,2
30638353,178224519,Manhattan,40.73945,-73.97934,Entire home/apt,118,30,0,0.48,8,326,2019,3,21,128,7
624222,3097033,Manhattan,40.80352,-73.95127,Entire home/apt,136,2,15,0.18,2,6,2019,4,27,117,7
7023437,1298759,Brooklyn,40.71303,-73.94063,Entire home/apt,220,7,2,0.04,1,0,2016,8,23,236,3
34011627,4982496,Brooklyn,40.70373,-73.92723,Private room,85,4,0,0.42,1,0,2019,4,19,76,4
12004547,44596503,Manhattan,40.78466,-73.97276,Entire home/apt,200,2,128,3.31,1,231,2019,6,17,168,2
18585784,11380126,Brooklyn,40.69083,-73.9241,Private room,45,1,2,0.08,1,0,2017,5,31,151,4
2710417,4341057,Brooklyn,40.72812,-73.94704,Entire home/apt,225,7,2,0.04,1,0,2015,10,29,302,5
28225706,212526912,Queens,40.75598,-73.8837,Private room,60,2,4,0.4,2,325,2019,6,9,160,1
18935148,131993336,Queens,40.71923,-73.85189,Private room,175,1,47,2.14,2,176,2019,6,23,174,1
18173198,274333,Manhattan,40.80026,-73.9546,Shared room,31,1,65,2.44,3,89,2019,6,3,154,2
13250484,10196579,Manhattan,40.75647,-73.99848,Entire home/apt,2000,1,4,0.11,1,362,2017,1,6,6,6
55959,168525,Brooklyn,40.70979,-73.95162,Private room,69,4,82,1.13,2,60,2019,6,10,161,2
7354701,3484734,Brooklyn,40.68396,-73.92872,Entire home/apt,159,7,6,0.19,1,1,2019,1,4,4,6
35937388,268135013,Brooklyn,40.69627,-73.92705,Private room,49,1,1,1,6,7,2019,7,1,182,2
2087226,1763458,Manhattan,40.72864,-73.98216,Private room,109,7,130,3.38,1,78,2019,7,3,184,4
15769652,101976032,Manhattan,40.74407,-73.99366,Entire home/apt,499,4,69,2.13,1,280,2019,6,18,169,3
13325767,10864311,Brooklyn,40.69248,-73.96899,Private room,75,3,7,0.25,1,0,2019,1,2,2,4
18785035,130735852,Brooklyn,40.6737,-73.99891,Private room,77,2,18,0.77,1,1,2019,4,23,113,3
26957310,85350993,Brooklyn,40.70626,-73.92921,Private room,47,13,3,0.26,1,88,2019,5,30,150,5
26388810,424656,Brooklyn,40.7164,-73.95438,Entire home/apt,259,7,0,0.16,1,0,2019,1,2,1,6
21609824,119848398,Bronx,40.83079,-73.8815,Private room,50,2,10,0.79,2,283,2019,1,15,15,3
27577076,8663057,Manhattan,40.80226,-73.93583,Entire home/apt,175,3,27,2.53,2,128,2019,6,28,179,6
2976105,3259274,Brooklyn,40.67479,-73.95722,Private room,60,2,2,0.04,2,83,2015,9,7,250,2
9696307,25499953,Manhattan,40.80246,-73.96884,Entire home/apt,100,2,1,0.02,1,0,2016,2,14,45,1
36006640,22883314,Brooklyn,40.71073,-73.96208,Private room,80,2,2,2,1,42,2019,7,1,182,2
2214710,7503643,Brooklyn,40.72572,-73.94031,Entire home/apt,159,30,0,0.04,52,349,2016,1,2,253,4
19390314,79572183,Manhattan,40.73852,-74.00269,Entire home/apt,180,30,0,0.09,1,264,2018,8,1,2,7
32848199,246910562,Brooklyn,40.63238,-74.02382,Private room,53,1,22,5.32,1,83,2019,6,26,177,4
31223941,1717520,Manhattan,40.72405,-73.9845,Entire home/apt,187,3,1,0.17,2,0,2019,1,17,17,5
27810647,191765199,Manhattan,40.83341,-73.94154,Entire home/apt,250,3,6,0.95,6,46,2019,6,19,170,4
34885877,262804930,Brooklyn,40.65986,-73.94277,Private room,89,1,5,3.49,1,97,2019,7,4,185,5
27788826,11376647,Manhattan,40.76856,-73.95367,Entire home/apt,150,10,3,0.29,1,17,2018,9,16,259,1
29616041,222285897,Manhattan,40.80431,-73.96512,Private room,98,1,23,3.22,4,64,2019,6,18,169,3
32844039,105225699,Queens,40.76177,-73.79415,Entire home/apt,135,3,12,3.13,2,178,2019,7,5,186,6
2707824,8373183,Manhattan,40.72173,-73.99383,Private room,95,1,32,0.75,1,0,2018,9,9,252,1
253590,1331850,Manhattan,40.79771,-73.96323,Entire home/apt,185,2,16,0.23,1,261,2019,6,28,179,6
219482,759583,Brooklyn,40.68275,-73.96148,Entire home/apt,172,4,8,0.09,2,189,2017,10,14,287,7
2372740,12120448,Queens,40.70375,-73.9094,Private room,45,2,27,0.42,1,190,2019,5,15,135,4
13376968,8278179,Manhattan,40.72886,-73.98834,Private room,80,1,4,0.11,1,0,2016,7,29,211,6
16338348,106951556,Manhattan,40.71489,-73.99438,Entire home/apt,129,7,11,0.35,1,188,2018,10,30,303,3
11458973,9419684,Manhattan,40.76144,-73.99827,Entire home/apt,421,30,0,0.02,3,0,2015,1,2,280,3
21022616,2195090,Brooklyn,40.67292,-73.94137,Entire home/apt,75,1,2,0.09,1,0,2017,10,1,274,1
868548,4372160,Brooklyn,40.70933,-73.94141,Private room,58,10,7,0.1,1,0,2018,5,2,122,4
32587861,50321289,Brooklyn,40.6837,-73.95655,Private room,51,3,5,1.52,3,0,2019,6,25,176,3
20990770,151084261,Brooklyn,40.71732,-73.95048,Private room,54,30,22,1.01,6,276,2019,5,3,123,6
1651595,8759781,Queens,40.75238,-73.87746,Entire home/apt,110,9,11,0.16,1,362,2019,6,1,152,7
36082032,14515065,Brooklyn,40.69845,-73.93591,Entire home/apt,148,1,0,1,2,349,2019,7,1,182,1
8555411,45033715,Manhattan,40.7796,-73.94806,Entire home/apt,130,2,19,0.42,1,0,2016,9,24,268,7
33582776,4765305,Manhattan,40.7234,-73.98267,Private room,62,2,15,4.84,4,284,2019,6,21,172,6
11575101,61175876,Brooklyn,40.69549,-73.92249,Entire home/apt,79,4,97,2.42,2,250,2019,7,1,182,2
7881023,66354,Manhattan,40.7468,-74.00493,Entire home/apt,175,1,6,0.13,1,0,2016,5,7,128,7
32365738,113856483,Manhattan,40.70399,-74.00662,Entire home/apt,249,2,13,3.12,1,227,2019,7,1,182,2
14915616,37821056,Brooklyn,40.65651,-73.95322,Entire home/apt,400,14,2,0.06,4,90,2016,10,30,304,1
9478370,8200337,Queens,40.74538,-73.92139,Entire home/apt,115,2,6,0.18,1,0,2018,7,2,183,2
5082455,2908101,Manhattan,40.82846,-73.94393,Entire home/apt,175,4,29,0.55,1,7,2018,11,5,309,2
12749156,69189948,Manhattan,40.84848,-73.9343,Private room,75,2,167,4.6,3,310,2019,7,7,188,1
28243134,3299094,Manhattan,40.82161,-73.94644,Entire home/apt,140,1,4,0.64,1,8,2019,7,6,187,7
17599762,5800161,Brooklyn,40.68886,-73.99825,Entire home/apt,117,30,11,0.47,1,324,2019,6,17,168,2
22010343,22365640,Queens,40.74434,-73.91108,Entire home/apt,100,2,0,0.09,1,0,2018,1,1,1,4
29336922,217568399,Brooklyn,40.60319,-73.99591,Entire home/apt,150,1,13,1.54,1,0,2019,1,2,2,4
33358823,251296793,Brooklyn,40.70087,-73.93904,Shared room,35,30,0,1,4,0,2019,6,30,90,1
17315299,18212433,Manhattan,40.85131,-73.93235,Private room,50,30,0,0.77,8,358,2019,6,1,91,7
15936167,46707487,Brooklyn,40.70884,-73.94354,Private room,50,2,77,2.44,1,107,2019,6,22,173,7
24497152,61391963,Manhattan,40.75569,-73.96679,Entire home/apt,150,30,1,0.08,91,332,2018,6,29,180,6
24866257,187980677,Manhattan,40.75069,-73.99736,Private room,175,1,46,3.22,1,109,2019,6,19,170,4
270315,1398639,Brooklyn,40.68812,-73.93254,Private room,34,10,16,0.19,3,216,2019,3,27,86,4
35492664,266531875,Brooklyn,40.69222,-73.91971,Entire home/apt,200,2,2,2,3,351,2019,7,2,183,3
18025200,123968750,Queens,40.73481,-73.88051,Private room,50,3,0,2.15,1,0,2019,6,8,144,1
36383565,14258377,Queens,40.76389,-73.91963,Private room,50,4,0,1.36,1,38,2019,6,9,188,2
647413,3245898,Brooklyn,40.6795,-73.9685,Entire home/apt,150,3,18,0.26,1,68,2019,4,6,96,7
19339594,134808051,Brooklyn,40.6746,-73.94652,Private room,80,1,5,0.22,1,365,2018,9,19,262,4
23631288,173406651,Manhattan,40.71967,-73.98311,Private room,110,2,29,2.02,2,117,2019,3,29,88,6
2801214,14325632,Brooklyn,40.67301,-73.95312,Entire home/apt,400,30,22,0.35,2,171,2015,2,22,53,1
10403199,29065752,Brooklyn,40.71863,-73.94528,Entire home/apt,333,7,0,0.17,1,365,2019,3,19,64,1
34213836,219517861,Manhattan,40.74421,-73.97221,Entire home/apt,190,29,0,0.51,327,345,2019,7,1,126,7
19248044,952909,Manhattan,40.77949,-73.98,Entire home/apt,183,30,0,0.03,1,0,2017,1,1,215,1
26065193,4993126,Manhattan,40.78052,-73.97567,Private room,109,3,14,1.14,1,0,2019,6,11,162,3
8167145,1510638,Queens,40.75535,-73.91397,Entire home/apt,135,7,2,0.04,1,157,2015,10,2,275,6
9698613,50084376,Queens,40.77472,-73.90993,Private room,35,1,2,0.05,1,0,2016,1,5,5,3
16569554,1535167,Brooklyn,40.71681,-73.96296,Private room,69,2,10,0.34,1,0,2019,1,1,1,3
7914369,2010157,Brooklyn,40.68372,-73.91994,Entire home/apt,120,2,92,2.02,1,54,2019,7,3,184,4
14532520,86629070,Brooklyn,40.69168,-73.9406,Private room,45,3,5,0.15,1,220,2019,2,8,39,6
26081052,5748117,Brooklyn,40.678,-73.93974,Private room,75,1,25,1.93,1,170,2019,7,7,188,1
35060675,14703729,Brooklyn,40.67623,-73.93642,Entire home/apt,350,3,2,2,1,46,2019,7,1,182,2
16336686,42561290,Brooklyn,40.66192,-73.86764,Private room,45,2,37,1.21,4,158,2019,1,29,29,3
17023406,114178347,Queens,40.76625,-73.92447,Shared room,34,30,3,0.1,1,0,2017,3,20,79,2
29891697,20453005,Manhattan,40.73687,-73.98668,Entire home/apt,165,7,9,1.27,1,0,2019,5,18,138,7
3061093,15579200,Brooklyn,40.7172,-73.9616,Entire home/apt,240,2,18,0.29,1,0,2015,11,12,316,5
1467238,7859118,Brooklyn,40.71915,-73.94061,Entire home/apt,165,2,80,1.28,1,188,2017,7,19,200,4
6450457,33680384,Manhattan,40.74077,-73.98085,Entire home/apt,200,2,0,0.03,1,0,2016,12,18,138,4
34284597,19903807,Bronx,40.81305,-73.91655,Entire home/apt,120,3,5,2.5,3,45,2019,6,2,153,1
19830726,140146581,Manhattan,40.82169,-73.94077,Private room,69,1,14,0.72,1,0,2018,9,13,256,5
11282208,1779599,Brooklyn,40.68556,-73.92767,Entire home/apt,195,4,5,0.14,1,15,2018,8,16,228,5
32663202,64433748,Manhattan,40.74855,-74.00074,Shared room,65,1,19,4.45,1,208,2019,6,30,181,1
21624775,2670192,Manhattan,40.72736,-73.98907,Entire home/apt,385,4,1,0.05,1,89,2018,1,3,3,4
12892861,70594777,Brooklyn,40.68873,-73.96523,Entire home/apt,150,7,4,0.11,1,0,2016,7,31,213,1
36243050,35783912,Bronx,40.86355,-73.89234,Private room,39,2,0,2,8,58,2019,7,6,186,7
15581948,66602200,Brooklyn,40.67688,-73.97602,Private room,100,2,131,3.97,1,126,2019,6,25,176,3
7141549,16396714,Manhattan,40.74281,-73.97981,Private room,120,7,11,0.32,3,2,2019,4,27,117,7
16827163,44201583,Brooklyn,40.70287,-73.98518,Private room,200,7,0,0.04,1,0,2017,1,31,243,7
25323294,40078170,Manhattan,40.71033,-74.00743,Entire home/apt,245,2,8,0.68,1,163,2018,12,9,343,1
6146081,1943161,Brooklyn,40.64944,-73.93376,Entire home/apt,97,3,62,1.23,1,326,2019,6,23,174,1
11509497,60639864,Brooklyn,40.68962,-73.95169,Private room,79,1,16,0.41,1,0,2019,6,19,170,4
35771989,121917249,Brooklyn,40.69333,-73.965,Private room,80,7,0,2,2,37,2019,6,17,163,7
28408961,214480354,Manhattan,40.79876,-73.96053,Private room,109,3,2,0.21,1,0,2018,10,9,282,3
36038070,270874051,Queens,40.75255,-73.93324,Private room,149,1,0,0.88,8,316,2019,6,30,137,1
2695372,13795760,Manhattan,40.74035,-73.98114,Entire home/apt,125,2,0,0.35,2,0,2019,1,6,125,1
33880355,114389578,Brooklyn,40.6794,-73.94996,Private room,34,30,0,2.2,1,40,2019,7,1,182,1
8905176,46579560,Manhattan,40.77837,-73.95318,Entire home/apt,130,5,0,0.02,1,0,2015,4,9,219,4
4512329,16685925,Manhattan,40.83089,-73.94125,Private room,49,3,3,0.05,2,0,2016,7,14,196,5
22028307,46719,Brooklyn,40.67149,-73.97957,Entire home/apt,300,4,3,0.47,1,350,2019,4,22,112,2
882559,4670155,Manhattan,40.76113,-73.98918,Private room,110,3,213,2.79,1,281,2019,6,24,175,2
19248045,121732047,Queens,40.71064,-73.84614,Private room,40,14,0,0.05,1,19,2017,9,15,152,2
28589725,215778245,Queens,40.74056,-73.86446,Shared room,25,2,15,1.77,6,330,2019,6,27,178,5
1358963,6776157,Brooklyn,40.67738,-73.96509,Private room,100,1,96,1.36,2,333,2019,6,28,179,6
13671558,7127392,Manhattan,40.80549,-73.95595,Private room,67,2,36,0.98,1,0,2018,8,9,221,5
28927140,43392243,Staten Island,40.59972,-74.07701,Private room,35,1,2,2,4,360,2019,6,30,181,1
13409920,21573063,Brooklyn,40.68547,-73.93209,Entire home/apt,50,1,2,0.05,1,0,2016,6,27,179,2
34490360,260618374,Manhattan,40.75657,-73.9881,Private room,100,1,0,1,13,351,2019,6,30,180,1
9063139,13530279,Manhattan,40.72517,-73.99023,Private room,100,3,3,0.07,1,0,2016,1,3,3,1
18795447,89071431,Bronx,40.84473,-73.91175,Private room,55,2,112,4.65,1,271,2019,6,30,181,1
22878805,425702,Manhattan,40.76805,-73.96765,Entire home/apt,169,1,67,3.81,1,186,2019,6,26,177,4
29013,35935,Brooklyn,40.68332,-73.9547,Private room,70,3,63,0.58,2,310,2019,5,14,134,3
31317645,220149091,Brooklyn,40.69392,-73.94904,Private room,85,2,11,2.39,4,314,2019,6,9,160,1
5040653,19195540,Manhattan,40.71723,-73.99164,Private room,150,4,36,0.71,3,294,2019,6,4,155,3
11534035,11670284,Manhattan,40.76991,-73.95145,Private room,90,1,38,0.95,2,361,2019,6,8,159,7
30297591,10576896,Manhattan,40.79939,-73.95218,Private room,85,3,0,0.46,1,6,2019,5,6,125,2
6397059,33355603,Manhattan,40.73314,-74.00835,Private room,250,2,0,0.02,1,0,2015,9,30,270,1
32643109,200261161,Manhattan,40.79872,-73.96069,Private room,67,1,22,5.64,3,38,2019,6,12,163,4
21947260,72936542,Manhattan,40.76119,-73.97005,Shared room,130,1,1,0.05,1,0,2017,11,28,332,3
22280395,4189538,Manhattan,40.71107,-73.99605,Entire home/apt,109,3,27,1.46,1,0,2019,1,1,1,3
23851659,4113106,Manhattan,40.80397,-73.95615,Private room,45,1,60,3.85,2,195,2019,6,30,181,1
33241034,67373452,Queens,40.69894,-73.90064,Private room,50,7,6,1.84,1,128,2019,4,14,104,1
1426529,7672728,Manhattan,40.72418,-73.98283,Private room,95,14,172,2.39,1,14,2019,5,25,145,7
31683919,49539959,Brooklyn,40.67375,-73.91242,Private room,50,30,5,0.93,2,0,2019,3,31,90,1
21568187,131476075,Brooklyn,40.68741,-73.91138,Private room,51,1,19,0.94,8,175,2019,6,2,153,1
16508394,108494755,Manhattan,40.86253,-73.9277,Entire home/apt,75,5,0,0.04,1,0,2017,7,1,2,1
22670366,20120009,Brooklyn,40.68757,-73.90737,Private room,38,1,33,1.83,6,1,2019,6,21,172,6
11136854,21986616,Brooklyn,40.58571,-73.96711,Entire home/apt,90,7,32,0.83,1,71,2019,6,14,165,6
14808890,51550484,Queens,40.69416,-73.84698,Private room,47,2,25,1.13,2,152,2019,6,10,161,2
17500539,37519641,Brooklyn,40.61364,-74.0354,Entire home/apt,160,2,4,0.42,1,313,2019,4,11,101,5
8402882,3687880,Brooklyn,40.68293,-73.93437,Private room,35,14,0,0.03,1,0,2016,8,1,10,4
22129871,24379402,Manhattan,40.72341,-73.98941,Entire home/apt,110,7,2,0.2,1,0,2019,6,15,166,7
9185696,47790995,Queens,40.71846,-73.75584,Entire home/apt,75,5,85,1.9,1,332,2019,5,25,145,7
4362570,19735589,Brooklyn,40.67683,-73.97617,Entire home/apt,220,2,83,1.48,1,253,2019,4,29,119,2
22382863,66837596,Brooklyn,40.71908,-73.96442,Private room,140,3,19,1.03,2,79,2019,6,17,168,2
940115,5067409,Brooklyn,40.67555,-73.95254,Entire home/apt,75,7,15,0.23,1,178,2019,6,29,180,7
30814778,163251048,Manhattan,40.76049,-73.99782,Entire home/apt,399,30,0,1,8,294,2019,6,3,183,1
24537721,12243051,Manhattan,40.7409,-73.99596,Entire home/apt,255,29,0,0.16,96,296,2019,1,28,59,3
6544899,34233009,Manhattan,40.73638,-74.00393,Entire home/apt,180,28,0,0.02,1,0,2015,9,4,336,2
3717749,5573250,Brooklyn,40.6413,-73.98233,Private room,70,1,2,0.03,1,0,2015,7,6,187,2
24987915,10972311,Manhattan,40.79438,-73.94463,Entire home/apt,180,10,13,0.92,1,11,2019,5,27,147,2
24103428,179351232,Brooklyn,40.68314,-73.92784,Entire home/apt,120,2,6,0.41,1,334,2019,5,5,125,1
141335,687361,Brooklyn,40.67535,-73.97654,Entire home/apt,495,1,35,0.41,1,355,2018,1,13,13,7
10310874,36753915,Brooklyn,40.69379,-73.94539,Entire home/apt,94,2,37,0.88,1,0,2018,2,4,35,1
18375246,127250455,Brooklyn,40.69234,-73.95993,Private room,54,2,8,0.3,1,0,2018,7,29,210,1
30361847,40480205,Brooklyn,40.6828,-73.97738,Entire home/apt,110,60,2,0.81,1,83,2019,6,29,180,7
5670038,10807892,Manhattan,40.724,-73.98905,Private room,175,3,85,1.65,1,0,2018,12,1,335,7
13788013,10371038,Manhattan,40.77094,-73.95126,Entire home/apt,199,1,0,0.03,1,0,2016,5,12,256,2
36138394,114394986,Brooklyn,40.68444,-73.95547,Private room,35,30,0,0.67,1,43,2019,5,23,173,2
16730833,44018877,Brooklyn,40.63876,-73.95073,Entire home/apt,80,2,72,4.07,2,337,2019,6,13,164,5
30393836,107434423,Manhattan,40.73934,-73.99737,Entire home/apt,278,30,1,0.22,232,235,2019,2,23,54,7
22734483,45241930,Manhattan,40.77207,-73.95599,Entire home/apt,150,60,6,0.36,3,33,2019,7,2,183,3
3248526,16430857,Manhattan,40.82524,-73.94186,Entire home/apt,78,5,13,0.22,1,0,2018,9,16,259,1
28149619,90096680,Brooklyn,40.66002,-73.9482,Entire home/apt,102,1,2,2,1,0,2019,7,1,182,2
21051477,151018315,Brooklyn,40.65604,-73.88426,Private room,30,1,0,0.14,1,174,2018,1,2,229,1
24155415,26315450,Brooklyn,40.67941,-73.908,Private room,56,2,8,0.67,1,0,2018,12,18,352,3
9436038,48866651,Manhattan,40.76365,-73.99472,Entire home/apt,70,30,3,0.07,5,339,2018,6,30,181,7
8589444,45204053,Brooklyn,40.71681,-73.9408,Private room,70,5,22,0.48,2,359,2019,6,1,152,7
32613384,139145066,Brooklyn,40.67561,-73.88072,Entire home/apt,106,1,33,7.56,2,15,2019,7,4,185,5
21913811,147095935,Queens,40.74496,-73.89534,Entire home/apt,99,1,118,6,1,320,2019,6,23,174,1
22632338,156042211,Brooklyn,40.64994,-73.8964,Entire home/apt,120,4,31,1.88,4,296,2019,6,23,174,1
16797910,111666924,Brooklyn,40.67219,-73.92168,Entire home/apt,75,3,72,2.48,1,19,2019,6,9,160,1
5303100,25854571,Brooklyn,40.72556,-73.94104,Private room,49,1,2,0.05,1,0,2016,6,8,160,4
21280280,14103991,Queens,40.75602,-73.818,Private room,40,2,29,1.4,4,314,2019,6,20,171,5
826388,359447,Manhattan,40.80394,-73.9506,Private room,69,4,18,0.23,1,280,2019,4,25,115,5
12924969,758441,Brooklyn,40.68709,-73.91989,Private room,165,1,2,0.09,4,342,2018,10,7,280,1
28843808,23542079,Brooklyn,40.64565,-73.93164,Entire home/apt,99,5,1,0.13,2,0,2018,11,26,330,2
22246770,3266249,Brooklyn,40.71032,-73.95687,Private room,65,2,0,0.19,1,0,2019,1,7,41,7
5465270,4413909,Brooklyn,40.68557,-73.99074,Entire home/apt,170,3,7,0.14,1,0,2016,8,7,220,1
28736839,3251620,Manhattan,40.81148,-73.9514,Entire home/apt,300,1,1,0.11,1,0,2018,10,10,283,4
10174662,40640586,Manhattan,40.72299,-73.99251,Entire home/apt,199,2,168,3.93,1,65,2019,6,22,173,7
12243947,63289810,Brooklyn,40.68081,-73.98945,Entire home/apt,295,2,70,1.8,1,292,2019,6,10,161,2
6027485,31283971,Brooklyn,40.68568,-73.95237,Private room,38,3,1,0.05,1,0,2017,12,31,365,1
449660,2233165,Brooklyn,40.64814,-73.97304,Private room,80,2,118,1.35,1,353,2019,6,16,167,1
8857546,45601111,Queens,40.66943,-73.74778,Private room,45,2,85,1.99,5,333,2019,5,26,146,1
391948,1960128,Queens,40.68581,-73.84642,Shared room,45,1,8,0.11,2,364,2015,9,30,273,4
34393812,95688223,Brooklyn,40.67436,-73.96704,Entire home/apt,250,4,6,5.29,1,92,2019,6,28,179,6
7612456,4936739,Manhattan,40.791,-73.9722,Private room,103,5,42,1.49,1,221,2019,7,1,182,2
28560966,83343316,Manhattan,40.73954,-73.98185,Private room,150,2,2,0.26,1,45,2018,11,25,329,1
10008874,4409832,Manhattan,40.85139,-73.93722,Entire home/apt,150,6,0,0.08,1,0,2018,5,30,270,5
18600659,6423838,Brooklyn,40.65229,-73.94539,Private room,150,2,1,0.1,1,83,2018,9,3,246,2
23378828,133536506,Queens,40.72743,-73.85068,Private room,36,1,0,2.2,1,0,2019,6,4,58,7
25510480,38863621,Manhattan,40.80025,-73.95268,Private room,85,2,3,0.23,1,0,2018,6,21,172,5
35543031,4602926,Brooklyn,40.69325,-73.96732,Entire home/apt,175,2,0,1,1,6,2019,7,7,188,1
26923846,149296850,Brooklyn,40.69274,-73.93862,Private room,75,2,2,0.19,4,337,2019,4,22,112,2
2569808,10302140,Brooklyn,40.71075,-73.95676,Entire home/apt,85,10,40,0.64,1,324,2019,6,26,177,4
23670513,177161276,Bronx,40.88455,-73.86587,Shared room,26,1,10,0.67,1,312,2019,3,7,66,5
25550429,17714108,Brooklyn,40.67787,-73.98169,Entire home/apt,129,5,8,0.61,1,0,2019,5,25,145,7
4142125,18189742,Brooklyn,40.66355,-73.99547,Entire home/apt,140,1,0,0.02,1,0,2016,2,31,241,1
30979146,231456842,Manhattan,40.76111,-73.99461,Entire home/apt,139,2,5,0.79,1,10,2019,5,24,144,6
21596013,65824474,Manhattan,40.79307,-73.97449,Entire home/apt,118,1,2,0.1,1,0,2017,11,8,312,4
26158157,2697373,Manhattan,40.7298,-73.99838,Entire home/apt,289,3,6,0.52,1,0,2019,4,22,112,2
32446089,233732841,Manhattan,40.83495,-73.94682,Entire home/apt,150,1,0,0.47,2,79,2019,3,26,161,3
850517,254846,Brooklyn,40.68646,-73.91313,Entire home/apt,289,3,38,0.51,4,354,2019,5,20,140,2
33835470,255448841,Brooklyn,40.67965,-73.91168,Private room,55,1,15,5.92,3,15,2019,7,7,188,1
4760107,16437254,Brooklyn,40.68902,-73.98632,Entire home/apt,127,30,7,0.15,21,342,2019,1,8,8,3
34235450,24890474,Manhattan,40.71333,-73.99419,Entire home/apt,300,2,5,2.42,1,231,2019,6,20,171,5
30133439,33529908,Manhattan,40.74172,-73.99937,Private room,66,5,0,0.09,1,5,2018,8,22,344,7
27398613,206482566,Manhattan,40.73182,-73.98158,Private room,100,30,3,0.28,2,0,2018,8,23,235,5
30885754,230192510,Brooklyn,40.69629,-73.97397,Private room,48,30,1,0.48,25,58,2019,5,7,127,3
20756864,76104209,Manhattan,40.7518,-73.97074,Entire home/apt,220,30,0,0.07,33,365,2018,4,30,151,5
28346829,143052745,Bronx,40.81072,-73.92031,Private room,55,1,32,3.31,4,76,2019,6,23,174,1
36237967,1687367,Manhattan,40.82913,-73.94484,Entire home/apt,199,2,0,2,1,71,2019,7,1,182,2
19711512,1024251,Brooklyn,40.68807,-73.98161,Entire home/apt,170,2,21,0.86,1,9,2018,8,21,233,3
20810529,76104209,Manhattan,40.78098,-73.95854,Entire home/apt,225,30,0,0.06,33,315,2018,5,31,210,6
15507375,32052000,Brooklyn,40.57821,-73.94122,Entire home/apt,55,4,91,2.82,2,215,2019,6,28,179,6
31102915,232419771,Brooklyn,40.61708,-73.95559,Entire home/apt,120,1,2,0.35,1,126,2019,2,17,48,1
13941332,3003330,Brooklyn,40.68968,-73.94548,Private room,40,2,104,2.88,3,97,2019,6,24,175,2
20524177,10471351,Manhattan,40.76834,-73.95647,Private room,85,30,11,0.55,1,305,2019,3,20,79,4
15166481,96241686,Brooklyn,40.70976,-73.96686,Private room,125,3,0,0.03,1,0,2016,7,1,153,1
22733147,60126799,Brooklyn,40.67158,-73.97706,Private room,70,4,0,0.03,1,0,2018,1,21,15,4
31994735,193954973,Brooklyn,40.71506,-73.95192,Entire home/apt,150,3,7,2.26,3,86,2019,6,23,174,1
11164714,58076069,Brooklyn,40.71617,-73.95379,Entire home/apt,350,5,54,1.38,1,274,2019,6,18,169,3
5247202,172672,Manhattan,40.77828,-73.94768,Entire home/apt,75,30,32,0.67,1,4,2019,5,6,126,2
8126282,3228421,Manhattan,40.73319,-74.00502,Entire home/apt,205,3,47,1.01,1,262,2019,6,23,174,1
31534487,21250331,Queens,40.75409,-73.76935,Private room,47,1,19,3.63,3,350,2019,6,20,171,5
12795851,21467726,Brooklyn,40.70294,-73.93711,Private room,70,1,10,0.29,2,281,2019,4,14,104,1
34364713,259229690,Queens,40.74479,-73.89199,Entire home/apt,179,1,5,2.54,4,76,2019,7,7,188,1
741797,3131199,Manhattan,40.71729,-74.00424,Entire home/apt,259,2,20,0.25,1,17,2015,12,30,364,4
