id,host_id,neighbourhood_group,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day,last_review_dayofyear,last_review_dayofweek
29761111,33041007,Manhattan,40.74559,-73.98551,Private room,4,14,1.75,1,28,2019,6,30,181,1
10548910,52262589,Manhattan,40.73988,-73.97968,Entire home/apt,2,2,0.05,1,0,2016,10,5,279,4
6750178,173938,Brooklyn,40.68491,-73.94919,Private room,5,4,0.08,1,21,2018,2,8,39,5
30374563,228104837,Brooklyn,40.7092,-73.9631,Entire home/apt,2,14,2.04,1,28,2019,6,3,154,2
18221723,3591955,Brooklyn,40.71004,-73.95994,Entire home/apt,3,26,1.01,1,70,2019,6,25,176,3
19554564,612563,Brooklyn,40.68335,-73.90756,Entire home/apt,2,134,5.55,1,302,2019,6,28,179,6
30819021,41955015,Manhattan,40.74719,-73.97478,Entire home/apt,1,2,0.32,1,0,2019,1,7,7,2
34780613,31239719,Brooklyn,40.70433,-73.92488,Entire home/apt,4,0,1.08,1,10,2019,7,1,182,7
15394525,56065753,Brooklyn,40.69205,-73.95593,Entire home/apt,1,5,0.17,1,0,2018,9,3,246,2
19306475,11688742,Brooklyn,40.65193,-73.97743,Entire home/apt,3,1,0.05,1,194,2017,11,25,329,7
15732669,16098958,Manhattan,40.76258,-73.98575,Entire home/apt,30,1,0.03,96,309,2017,1,2,2,2
13640690,34915405,Manhattan,40.76751,-73.98483,Entire home/apt,1,24,0.65,1,0,2017,7,1,182,7
5690007,22020703,Manhattan,40.85494,-73.93179,Private room,1,155,4.42,1,314,2019,7,7,188,1
16392085,16462666,Brooklyn,40.71385,-73.96046,Entire home/apt,2,2,0.07,3,0,2017,3,27,86,2
14006729,254650,Manhattan,40.80431,-73.95245,Private room,2,3,0.08,2,0,2016,8,25,238,5
7733862,1289713,Brooklyn,40.67757,-73.98195,Entire home/apt,4,12,0.25,1,5,2018,8,25,237,7
20305160,1715301,Staten Island,40.59546,-74.06092,Entire home/apt,7,0,0.21,3,365,2019,1,28,84,5
17759478,88043058,Brooklyn,40.6899,-73.95498,Private room,1,76,2.77,4,358,2019,6,30,181,1
12899112,70651602,Manhattan,40.78576,-73.94211,Private room,1,4,0.1,1,0,2016,5,16,137,2
20569589,11827970,Manhattan,40.7382,-73.99844,Entire home/apt,3,17,0.76,1,0,2018,11,24,328,7
30254229,3624487,Brooklyn,40.67339,-73.91415,Entire home/apt,3,31,4.63,1,224,2019,7,7,188,1
15664037,22067387,Manhattan,40.7385,-73.98782,Entire home/apt,1,23,0.71,1,0,2017,7,24,205,2
26279999,22463377,Manhattan,40.74953,-73.9801,Private room,1,16,1.29,3,9,2018,12,12,346,4
2392301,173997,Brooklyn,40.7106,-73.95325,Private room,3,16,0.25,2,0,2016,7,11,193,2
29906233,224874182,Bronx,40.83872,-73.87149,Shared room,7,0,0.23,1,280,2019,6,8,70,6
31814773,124028462,Manhattan,40.80515,-73.95651,Private room,30,1,0.26,3,332,2019,3,17,76,1
21867029,67349249,Manhattan,40.76574,-73.98018,Entire home/apt,2,0,0.58,4,229,2019,4,18,4,4
19525675,11501945,Brooklyn,40.63639,-73.95814,Private room,2,0,0.61,2,0,2019,5,28,114,7
4066224,4050500,Brooklyn,40.71236,-73.9379,Entire home/apt,1,170,2.96,1,303,2019,6,30,181,1
18755777,130493959,Staten Island,40.63748,-74.13496,Private room,1,63,2.42,1,343,2019,5,27,147,2
34508577,260452146,Brooklyn,40.71462,-73.95883,Private room,1,0,0.83,1,0,2019,1,28,146,4
5079124,12603113,Brooklyn,40.63953,-73.97214,Private room,2,39,0.77,1,245,2019,6,24,175,2
29945767,9804005,Brooklyn,40.68931,-73.94041,Entire home/apt,2,1,0.15,1,8,2018,12,25,359,3
7863289,9367710,Manhattan,40.75543,-73.99662,Private room,1,0,0.02,1,0,2016,2,5,5,5
20387815,41047066,Manhattan,40.81629,-73.94131,Entire home/apt,2,24,1.45,1,55,2019,7,1,182,2
30809679,204160428,Manhattan,40.76036,-73.99676,Private room,3,29,4.58,3,126,2019,6,22,173,7
25468554,9864136,Brooklyn,40.68674,-73.9151,Private room,2,5,0.38,26,309,2018,10,6,279,7
9514730,2005639,Manhattan,40.78462,-73.97273,Entire home/apt,1,0,0.7,1,0,2017,10,20,177,2
4196039,21768291,Brooklyn,40.72401,-73.94016,Entire home/apt,2,0,0.02,1,0,2018,1,1,91,1
1472002,3003563,Manhattan,40.76035,-73.98026,Shared room,2,62,2.22,1,21,2019,5,23,143,5
36395484,156114168,Brooklyn,40.66079,-73.96181,Shared room,1,0,1,6,224,2019,6,23,174,1
11123996,3135272,Manhattan,40.73427,-73.98456,Entire home/apt,2,4,0.14,1,0,2017,6,3,154,7
9811274,16003028,Brooklyn,40.72974,-73.95163,Private room,5,2,0.05,1,0,2016,6,28,180,3
6407534,5919678,Manhattan,40.71983,-73.98801,Entire home/apt,5,8,0.16,1,0,2018,6,14,165,5
13880972,82147411,Manhattan,40.76601,-73.99167,Private room,1,43,1.27,1,0,2019,1,3,3,5
62427,303882,Manhattan,40.7268,-73.99079,Entire home/apt,50,56,0.58,1,56,2019,5,26,146,1
29676867,62234273,Brooklyn,40.68277,-73.92012,Entire home/apt,3,35,4.25,1,283,2019,7,7,188,1
31572850,274333,Manhattan,40.8013,-73.95474,Entire home/apt,3,2,0.95,3,49,2019,5,11,131,7
193105,936114,Manhattan,40.7709,-73.99181,Private room,28,43,0.45,2,258,2019,6,29,180,7
34124720,6665872,Manhattan,40.7631,-73.98963,Private room,2,15,6.34,1,33,2019,7,3,184,4
14366918,21882649,Manhattan,40.73036,-73.98633,Private room,30,7,0.2,1,238,2016,12,29,364,5
16525573,50760546,Manhattan,40.74506,-73.98202,Entire home/apt,30,2,0.11,31,132,2019,5,13,133,2
19864245,140503168,Brooklyn,40.71729,-73.9453,Private room,3,1,0.04,1,67,2017,7,27,208,5
22047750,126110540,Brooklyn,40.66269,-73.8825,Private room,1,54,2.8,3,179,2019,6,10,161,2
10023653,7581707,Brooklyn,40.69425,-73.95081,Private room,1,0,0.02,1,0,2016,3,28,149,6
27661175,67987135,Brooklyn,40.69236,-73.93759,Entire home/apt,1,17,1.65,9,118,2019,5,26,146,1
15910575,103131157,Manhattan,40.74771,-73.98873,Private room,1,2,0.08,1,88,2017,7,29,210,7
29132306,183748836,Manhattan,40.75829,-73.97259,Private room,1,44,4.91,1,4,2019,5,22,142,4
10835801,12353168,Brooklyn,40.71716,-73.96456,Entire home/apt,5,20,1.08,1,0,2019,6,22,173,7
4941771,25468442,Brooklyn,40.67273,-73.96361,Entire home/apt,2,34,0.64,1,0,2017,12,26,360,3
8537400,43523900,Manhattan,40.76366,-73.99438,Entire home/apt,2,2,0.04,1,0,2015,10,20,293,3
1239017,6581587,Brooklyn,40.66521,-73.95427,Entire home/apt,2,23,0.37,1,188,2019,4,20,110,7
21884602,158710682,Manhattan,40.75346,-73.96872,Private room,1,2,0.1,3,217,2017,12,3,337,1
22252595,26984764,Queens,40.74397,-73.95667,Private room,2,1,0.05,1,0,2018,1,2,2,3
10546729,1520623,Brooklyn,40.68591,-74.00164,Entire home/apt,7,0,0.03,1,0,2016,6,30,332,7
35197500,121851703,Queens,40.72048,-73.73478,Entire home/apt,2,4,4,2,19,2019,7,8,189,2
1106284,2757621,Manhattan,40.73708,-73.98455,Entire home/apt,4,23,0.31,1,11,2019,6,30,181,1
2744106,12958562,Brooklyn,40.69226,-73.98056,Private room,4,12,0.19,1,0,2017,11,12,316,1
1664614,8796895,Manhattan,40.7854,-73.97368,Private room,4,12,0.18,1,358,2017,9,22,265,6
23148112,7875272,Staten Island,40.63012,-74.13512,Entire home/apt,31,0,0.05,3,0,2018,12,25,235,4
26569512,59262205,Brooklyn,40.67963,-73.90816,Private room,1,16,2.34,3,0,2019,4,28,118,1
6314794,3944633,Manhattan,40.82782,-73.95155,Private room,1,0,0.36,1,0,2019,5,2,184,1
13589415,21283171,Manhattan,40.78706,-73.94798,Entire home/apt,1,6,0.18,1,0,2018,1,17,17,4
2895820,5454390,Manhattan,40.73362,-73.9892,Private room,2,255,4.05,1,41,2019,7,7,188,1
10116351,8869875,Manhattan,40.76427,-73.962,Entire home/apt,1,5,0.12,1,0,2016,1,28,28,5
864790,4538664,Manhattan,40.77366,-73.98574,Private room,4,77,0.99,1,326,2019,5,25,145,7
11325107,3417090,Manhattan,40.7328,-73.9841,Entire home/apt,1,125,3.63,1,0,2019,2,24,55,1
18586873,129062212,Manhattan,40.75898,-73.99035,Entire home/apt,7,18,0.7,1,242,2019,6,2,153,1
34943881,53105633,Manhattan,40.85873,-73.92937,Private room,7,0,0.27,1,0,2019,5,31,90,6
26924878,71978141,Manhattan,40.71958,-73.98284,Entire home/apt,3,8,0.79,1,79,2019,6,3,154,2
1486099,7503643,Brooklyn,40.72267,-73.94362,Entire home/apt,30,9,0.13,52,343,2018,2,18,49,1
13513592,19540198,Manhattan,40.80346,-73.96488,Private room,7,0,0.03,1,0,2016,8,14,17,1
22929141,36307813,Brooklyn,40.66669,-73.9807,Entire home/apt,14,0,0.24,1,0,2019,6,28,181,3
640589,3198479,Manhattan,40.73727,-74.00213,Entire home/apt,5,1,0.01,1,365,2012,9,18,262,3
8812730,41865488,Manhattan,40.71292,-73.98496,Entire home/apt,5,11,0.28,1,0,2017,2,4,35,7
30448678,224074972,Brooklyn,40.694,-73.94355,Shared room,2,18,2.57,4,192,2019,7,7,188,1
1703834,8136206,Brooklyn,40.65763,-73.96029,Private room,2,108,1.61,2,296,2019,6,16,167,1
30714312,191324,Queens,40.74942,-73.91491,Private room,2,4,2.55,2,2,2019,6,11,162,3
16619861,109729836,Brooklyn,40.62562,-73.94255,Entire home/apt,3,4,0.18,1,0,2018,4,16,106,2
16519154,19480727,Brooklyn,40.71013,-73.96517,Entire home/apt,5,6,0.21,1,0,2019,5,24,144,6
6093352,31621291,Brooklyn,40.7058,-73.93803,Private room,1,270,5.29,2,83,2019,7,1,182,2
25948078,42998647,Manhattan,40.75859,-73.99195,Private room,3,84,6.46,3,17,2019,6,22,173,7
4271059,208565,Brooklyn,40.73527,-73.95398,Entire home/apt,2,7,0.13,2,0,2016,8,16,229,3
21313960,154266431,Manhattan,40.72535,-73.98244,Private room,3,51,2.42,3,0,2018,9,30,273,1
4859903,15398647,Manhattan,40.7838,-73.97266,Entire home/apt,2,47,0.92,1,352,2019,6,8,159,7
34485283,260861596,Manhattan,40.72172,-74.00436,Private room,1,1,1,7,270,2019,6,26,177,4
36472171,99144947,Manhattan,40.86845,-73.92449,Private room,1,0,1,1,79,2019,6,1,182,2
21312595,134184451,Queens,40.70475,-73.81572,Private room,1,2,0.09,18,355,2018,1,1,1,2
21412438,125492013,Queens,40.7434,-73.8839,Entire home/apt,5,0,0.06,2,0,2018,1,8,335,7
28133736,118908092,Manhattan,40.73449,-73.98473,Entire home/apt,1,28,2.75,1,25,2019,6,27,178,5
5029204,3646549,Brooklyn,40.71735,-73.94465,Private room,2,49,0.9,1,149,2019,6,15,166,7
2924588,14933223,Manhattan,40.75293,-73.97173,Private room,14,9,0.14,1,21,2019,6,1,152,7
14207287,86241021,Manhattan,40.80189,-73.9655,Private room,20,4,0.11,1,0,2017,1,15,15,1
8135144,42959506,Manhattan,40.76127,-73.99181,Entire home/apt,4,55,1.29,1,261,2019,6,21,172,6
16274520,106438891,Manhattan,40.72382,-73.99335,Private room,3,1,0.03,1,0,2017,1,1,1,1
33214322,249588074,Brooklyn,40.71389,-73.93859,Private room,2,1,0.28,2,345,2019,3,22,81,6
32477522,126176275,Brooklyn,40.63707,-73.93148,Private room,4,10,2.59,4,42,2019,6,3,154,2
15134876,74179880,Brooklyn,40.67502,-73.89004,Entire home/apt,3,33,0.97,8,356,2019,4,14,104,1
13549713,3491890,Manhattan,40.78435,-73.97579,Entire home/apt,30,2,0.06,6,0,2018,1,6,6,7
20033157,57328653,Manhattan,40.75734,-73.96429,Private room,15,3,1.02,2,0,2019,4,29,119,2
7344761,12149983,Manhattan,40.71645,-74.00402,Entire home/apt,2,2,0.04,1,0,2016,4,24,115,1
34933891,35514248,Brooklyn,40.68327,-73.91797,Entire home/apt,1,8,6.86,1,272,2019,7,8,189,2
29450310,8699249,Brooklyn,40.67811,-73.97974,Entire home/apt,3,3,0.4,1,0,2019,6,22,173,7
25499011,39528519,Manhattan,40.7107,-73.98759,Private room,15,0,0.12,28,184,2018,1,31,329,7
26443376,6293227,Brooklyn,40.70148,-73.91834,Entire home/apt,3,9,0.74,1,0,2019,6,1,152,7
17632840,114736959,Brooklyn,40.57582,-73.98576,Entire home/apt,2,68,2.51,6,125,2019,1,27,27,1
18499074,127714840,Brooklyn,40.68144,-73.93429,Private room,5,11,0.9,1,340,2019,6,30,181,1
29570920,15989323,Brooklyn,40.7068,-73.94439,Private room,4,2,0.31,1,0,2019,1,3,3,5
7664594,40234779,Brooklyn,40.66016,-73.99813,Private room,1,0,0.02,1,0,2014,10,5,134,7
30287525,65653322,Manhattan,40.82521,-73.94037,Entire home/apt,2,2,0.27,1,0,2018,12,9,343,1
2223628,11342593,Bronx,40.86467,-73.90125,Private room,2,11,0.2,1,365,2015,12,6,340,1
12302429,5973406,Brooklyn,40.66977,-73.98042,Entire home/apt,14,4,0.15,2,275,2019,5,31,151,6
10367220,5764600,Manhattan,40.81388,-73.95229,Private room,2,0,0.12,1,0,2016,3,15,6,6
19874046,55952349,Queens,40.70847,-73.82961,Entire home/apt,6,3,0.12,1,36,2019,6,15,166,7
34286793,132065326,Brooklyn,40.68066,-73.9457,Private room,3,1,1,1,83,2019,6,29,180,7
30387648,107434423,Manhattan,40.71479,-74.00671,Entire home/apt,30,0,0.16,232,295,2019,1,30,31,1
27188155,192554415,Manhattan,40.7297,-73.98552,Entire home/apt,7,16,1.72,1,135,2019,6,25,176,3
18073738,512101,Brooklyn,40.69801,-73.93357,Private room,3,11,0.81,1,0,2019,6,2,153,1
34286555,10714931,Brooklyn,40.67326,-73.95367,Shared room,5,7,3.33,4,14,2019,7,1,182,2
36449345,115528632,Brooklyn,40.69171,-73.95418,Private room,1,0,1,1,43,2019,6,28,177,2
7387862,38702813,Manhattan,40.72309,-73.98926,Private room,1,0,0.02,1,0,2015,9,3,215,3
33994927,256680416,Manhattan,40.74818,-73.98247,Entire home/apt,2,7,3.18,1,16,2019,7,2,183,3
33405084,2019135,Brooklyn,40.68114,-73.92065,Entire home/apt,3,4,1.36,1,26,2019,6,18,169,3
34715931,30509656,Bronx,40.80852,-73.9306,Shared room,1,5,2.94,8,60,2019,6,17,168,2
32465145,219517861,Manhattan,40.74697,-73.97537,Entire home/apt,2,7,1.93,327,125,2019,5,17,137,6
22203227,132706680,Brooklyn,40.67539,-73.90207,Entire home/apt,2,55,2.89,1,86,2019,6,26,177,4
29383020,221355351,Manhattan,40.81454,-73.96086,Private room,1,51,5.86,4,56,2019,6,22,173,7
29107308,67186748,Manhattan,40.76129,-73.9943,Private room,1,4,0.44,1,365,2018,12,16,350,1
33275070,250580779,Staten Island,40.55105,-74.1366,Entire home/apt,30,2,0.82,1,0,2019,5,21,141,3
23808650,178675800,Manhattan,40.79504,-73.93495,Private room,6,2,0.14,1,0,2018,5,11,131,6
20676192,137522531,Queens,40.75607,-73.80964,Entire home/apt,7,4,0.18,7,365,2019,6,12,163,4
21598186,130797315,Queens,40.70269,-73.82653,Entire home/apt,2,30,1.47,1,44,2019,6,24,175,2
15068067,9035097,Manhattan,40.74787,-74.00088,Entire home/apt,30,42,1.24,1,281,2019,1,4,4,6
31277426,29582232,Brooklyn,40.64061,-73.96487,Entire home/apt,4,10,2.78,5,84,2019,7,2,183,3
6269646,25915648,Queens,40.75532,-73.8206,Private room,2,151,3.09,2,0,2019,5,12,132,1
4774190,17921968,Manhattan,40.73196,-73.9823,Entire home/apt,3,103,1.99,1,0,2019,6,2,153,1
1390532,7503643,Brooklyn,40.72456,-73.94343,Entire home/apt,30,7,0.11,52,189,2019,3,27,86,4
22280432,2838365,Brooklyn,40.68528,-73.96947,Private room,1,0,0.36,1,0,2019,5,15,173,7
3870158,19986984,Manhattan,40.73263,-73.98728,Entire home/apt,4,17,0.29,1,0,2019,6,17,168,2
26889078,199535935,Staten Island,40.64641,-74.08502,Entire home/apt,2,52,4.6,1,96,2019,6,24,175,2
20071791,6026276,Brooklyn,40.73768,-73.95741,Private room,7,0,0.08,1,0,2017,6,28,149,4
27681899,128610997,Manhattan,40.82663,-73.94108,Entire home/apt,3,3,0.28,2,180,2018,12,8,342,7
24122725,181711840,Bronx,40.86286,-73.9024,Private room,2,24,1.56,2,365,2019,6,7,158,6
19314011,61391963,Manhattan,40.75542,-73.96781,Entire home/apt,30,3,0.16,91,147,2019,6,2,153,1
29941633,3218399,Brooklyn,40.67534,-73.97332,Entire home/apt,10,1,0.21,1,264,2019,2,16,47,7
23849343,90534522,Manhattan,40.74792,-73.97979,Entire home/apt,3,6,0.4,1,0,2019,5,26,146,1
21462212,145285876,Brooklyn,40.71536,-73.96358,Private room,2,1,0.05,2,0,2017,11,2,306,5
14024708,83930029,Staten Island,40.56464,-74.1,Entire home/apt,1,0,0.03,1,0,2017,7,21,221,1
7664343,15716203,Manhattan,40.72399,-73.98869,Entire home/apt,2,2,0.04,1,0,2015,8,29,241,7
4081926,21171867,Queens,40.67425,-73.75796,Entire home/apt,1,279,5.02,1,355,2019,6,16,167,1
7762374,1273607,Manhattan,40.82651,-73.94871,Entire home/apt,3,35,0.77,1,264,2019,6,28,179,6
21399985,7658248,Manhattan,40.80999,-73.95484,Private room,2,76,3.68,2,0,2019,6,13,164,5
20904683,31989023,Manhattan,40.73166,-73.98299,Private room,3,6,0.27,1,0,2018,1,1,1,2
22346131,156187884,Queens,40.75596,-73.92798,Entire home/apt,2,44,2.37,1,83,2019,6,20,171,5
27852410,104812805,Staten Island,40.59623,-74.0839,Private room,4,8,0.85,8,290,2019,6,8,159,7
12625934,68551886,Manhattan,40.82859,-73.949700000000007,Private room,1,0,0.03,1,0,2016,5,2,32,1
29393457,204823078,Staten Island,40.58639,-74.08943,Private room,2,6,0.73,2,86,2019,5,26,146,1
12446494,21742264,Manhattan,40.76304,-73.99166,Entire home/apt,1,0,0.1,1,0,2018,5,9,170,2
20586647,16401899,Manhattan,40.78998,-73.946,Entire home/apt,1,61,2.67,1,1,2019,6,18,169,3
7601870,35102629,Manhattan,40.75013,-74.0033,Entire home/apt,1,75,1.61,1,331,2019,5,26,146,1
13019333,3671013,Manhattan,40.76232,-73.97614,Private room,2,0,0.03,2,0,2016,7,1,276,4
25843611,194180091,Manhattan,40.79114,-73.97787,Entire home/apt,6,3,0.23,1,0,2018,12,30,364,1
6775943,9284163,Queens,40.68982,-73.85379,Entire home/apt,2,85,2.4,3,311,2019,6,24,175,2
18560625,128852127,Brooklyn,40.65634,-73.95704,Private room,30,1,0.05,1,0,2017,12,31,365,1
74333,331328,Manhattan,40.80892,-73.93985,Entire home/apt,14,26,0.27,3,253,2015,11,25,329,4
22259472,49019705,Brooklyn,40.70383,-73.92663,Entire home/apt,1,0,0.21,1,0,2019,3,31,181,1
34621137,261187437,Brooklyn,40.63531,-74.00522,Private room,1,1,1,6,360,2019,6,30,181,1
31287886,59051417,Manhattan,40.79465,-73.94935,Private room,6,1,0.2,6,230,2019,2,12,43,3
3386923,2468616,Brooklyn,40.66955,-73.95027,Private room,2,10,0.16,2,68,2019,6,8,159,7
13093642,72296750,Manhattan,40.75798,-73.99156,Entire home/apt,30,0,0.08,1,365,2018,5,21,22,6
21433001,11908891,Brooklyn,40.64016,-73.96784,Entire home/apt,3,2,0.1,1,0,2017,11,18,322,7
20556243,131490584,Brooklyn,40.68557,-73.96056,Private room,4,0,0.03,1,0,2017,6,25,360,1
22898351,11573876,Manhattan,40.70764,-74.00077,Private room,6,3,0.17,1,0,2018,4,2,92,2
20547687,54501105,Manhattan,40.73055,-73.98928,Entire home/apt,3,24,3.35,2,26,2019,7,1,182,2
7364374,8144621,Manhattan,40.74627,-73.99142,Private room,1,0,0.02,1,0,2015,9,1,249,3
20691991,35875227,Manhattan,40.7293,-73.98283,Private room,3,1,0.04,1,0,2017,9,4,247,2
6198343,1245722,Brooklyn,40.71776,-73.94538,Entire home/apt,3,30,0.65,1,364,2019,7,1,182,2
30131676,226414315,Manhattan,40.76802,-73.9906,Private room,2,5,0.71,1,78,2019,6,23,174,1
30881039,38320446,Brooklyn,40.68295,-73.93942,Entire home/apt,4,0,0.15,1,18,2018,12,30,364,1
35030589,216939636,Manhattan,40.76392,-73.98805,Entire home/apt,1,11,7.33,1,163,2019,7,5,186,6
34284651,790288,Manhattan,40.808,-73.96643,Entire home/apt,1,0,1,1,11,2019,6,16,167,3
28100624,82490186,Brooklyn,40.70156,-73.91329,Private room,1,14,1.44,1,48,2019,5,28,148,3
1941439,10041857,Manhattan,40.79629,-73.94769,Private room,2,36,0.53,1,288,2019,6,26,177,4
148825,718349,Manhattan,40.79765,-73.96245,Entire home/apt,2,191,2.18,1,236,2019,6,29,180,7
36235186,62241191,Manhattan,40.75512,-73.99437,Private room,1,0,1,1,6,2019,7,1,182,2
22454253,132883674,Manhattan,40.84777,-73.94241,Entire home/apt,1,3,0.17,3,0,2018,3,18,77,1
30463419,24552104,Manhattan,40.76424,-73.98143,Private room,3,0,0.46,1,3,2019,1,2,2,4
18208811,20368225,Manhattan,40.80965,-73.94696,Private room,1,120,4.77,3,34,2019,6,22,173,7
10958463,21784104,Manhattan,40.79226,-73.93895,Private room,3,73,1.85,1,32,2019,5,25,145,7
14714894,3103656,Brooklyn,40.69174,-73.91141,Private room,3,3,0.16,2,332,2018,7,25,206,4
18985595,132435618,Brooklyn,40.67061,-73.88004,Entire home/apt,2,91,3.63,1,60,2019,6,23,174,1
29587811,162504107,Brooklyn,40.71526,-73.94987,Private room,2,2,0.33,1,193,2019,5,19,139,1
23128247,140293912,Brooklyn,40.64593,-73.97745,Entire home/apt,3,38,2.36,3,0,2019,3,18,77,2
23654584,175180318,Manhattan,40.76534,-73.98701,Shared room,1,59,3.64,6,362,2019,6,30,181,1
2924834,9576121,Brooklyn,40.71416,-73.9488,Private room,2,71,1.13,1,0,2019,2,26,57,3
13188622,22541573,Manhattan,40.74789,-73.98057,Entire home/apt,30,0,0.07,87,115,2019,3,30,151,5
22700620,56120478,Brooklyn,40.71805,-73.94925,Private room,1,9,0.51,1,0,2018,2,24,55,7
29903897,222581357,Brooklyn,40.69243,-73.91528,Private room,30,51,6.32,3,227,2019,6,10,161,2
13801296,81161047,Brooklyn,40.69195,-73.97151,Private room,7,0,0.05,1,0,2017,1,1,3,1
15956162,103488282,Queens,40.74674,-73.92194,Private room,1,122,3.78,5,0,2019,6,24,175,2
25949359,46976642,Brooklyn,40.61605,-73.94549,Entire home/apt,4,1,0.08,1,7,2018,7,7,188,7
7700054,3074287,Brooklyn,40.68167,-73.99276,Entire home/apt,4,96,2.02,2,3,2019,5,19,139,1
24334422,17577495,Manhattan,40.76169,-73.98839,Private room,3,16,1.11,3,89,2019,5,19,139,1
20275223,89985620,Brooklyn,40.62187,-73.93079,Private room,2,58,2.53,3,311,2019,6,29,180,7
19408027,34585857,Brooklyn,40.6719,-73.93475,Private room,7,5,0.25,1,36,2019,3,29,88,6
20745223,19848344,Brooklyn,40.6473,-73.96245,Private room,2,10,0.97,1,178,2019,6,28,179,6
11378048,4161553,Brooklyn,40.6848,-73.98894,Entire home/apt,2,5,0.13,1,0,2016,5,9,130,2
57468,239208,Manhattan,40.72821,-73.98701,Entire home/apt,3,205,1.96,1,0,2019,6,23,174,1
16227469,65974774,Manhattan,40.77585,-73.95754,Private room,1,14,0.51,3,326,2019,5,26,146,1
6261971,32537929,Manhattan,40.80146,-73.96132,Private room,2,0,0.02,1,0,2016,8,4,35,5
10732197,22774265,Manhattan,40.76189,-73.94934,Private room,3,51,1.28,1,40,2019,6,30,181,1
1361428,4194894,Manhattan,40.72122,-73.99395,Private room,1,16,0.23,2,308,2019,6,19,170,4
35076834,6788279,Brooklyn,40.68295,-73.91553,Entire home/apt,1,2,2,1,92,2019,6,26,177,4
6449002,11179499,Manhattan,40.72846,-74.00113,Entire home/apt,3,2,0.04,1,0,2015,5,31,151,1
28978510,211549023,Manhattan,40.74822,-73.9873,Entire home/apt,2,14,1.95,13,279,2019,6,22,173,7
24906924,14396470,Manhattan,40.71694,-74.00076,Entire home/apt,3,0,0.07,1,0,2018,10,18,365,7
8889664,7006490,Manhattan,40.72797,-73.97787,Private room,1,9,0.21,1,0,2016,9,10,254,7
31575274,234214434,Brooklyn,40.70016,-73.93042,Entire home/apt,30,6,1.64,4,224,2019,7,3,184,4
3131982,15904341,Brooklyn,40.67231,-73.94426,Entire home/apt,5,6,0.14,1,0,2018,6,21,172,5
173742,829652,Manhattan,40.73476,-73.98452,Entire home/apt,2,105,1.13,1,304,2019,6,23,174,1
34490371,260639745,Manhattan,40.76275,-73.98429,Private room,1,0,1,15,201,2019,7,1,182,2
34487108,261761196,Manhattan,40.76555,-73.98272,Private room,1,0,1,8,321,2019,7,1,1,2
22702994,99652823,Brooklyn,40.64111,-73.97345,Private room,2,0,0.26,1,0,2019,1,28,90,3
34708585,5665583,Brooklyn,40.73308,-73.95704,Entire home/apt,3,0,1,1,0,2019,6,7,125,1
23935141,282655,Brooklyn,40.64866,-73.96986,Entire home/apt,3,52,3.58,3,222,2019,6,29,180,7
16603017,23957491,Manhattan,40.8568,-73.93162,Private room,1,87,2.97,1,83,2019,6,12,163,4
30394467,107434423,Manhattan,40.73939,-73.99747,Entire home/apt,30,0,0.42,232,312,2019,5,14,98,6
25184591,81359949,Brooklyn,40.70001,-73.92595,Private room,2,31,2.31,2,36,2019,6,21,172,6
23643300,38672932,Brooklyn,40.65609,-73.95781,Entire home/apt,1,6,0.39,1,0,2019,5,12,132,1
17368006,117365574,Manhattan,40.74819,-73.9954,Private room,1,147,5.08,5,292,2019,6,23,174,1
33447225,203932958,Manhattan,40.71922,-73.98514,Private room,1,3,0.89,2,11,2019,4,16,106,3
24366289,183707967,Manhattan,40.85329,-73.9291,Entire home/apt,2,29,1.96,4,127,2019,6,21,172,6
30452520,20790185,Manhattan,40.74815,-73.98374,Shared room,2,8,1.11,1,5,2019,6,8,159,7
489924,1027283,Brooklyn,40.66221,-73.99743,Private room,2,33,0.39,1,20,2019,6,30,181,1
30595234,180212824,Manhattan,40.76718,-73.95715,Private room,1,3,0.42,5,0,2018,12,21,355,6
34498482,6397405,Manhattan,40.74484,-73.99688,Entire home/apt,2,2,1.76,1,15,2019,6,9,160,1
1466534,7853251,Queens,40.69045,-73.77467,Private room,1,19,0.26,5,359,2016,6,29,181,4
16325899,58391491,Queens,40.76582,-73.87153,Private room,1,306,9.82,5,155,2019,6,20,171,5
12941586,71093679,Manhattan,40.79458,-73.97077,Entire home/apt,2,7,0.18,1,0,2017,1,1,1,1
14196990,61391963,Manhattan,40.75999,-73.99274,Entire home/apt,30,5,0.16,91,363,2019,5,27,147,2
30778977,60370951,Queens,40.77677,-73.93521,Private room,3,0,0.33,2,343,2019,6,4,34,4
3793874,19106718,Manhattan,40.73223,-74.00355,Entire home/apt,4,17,0.29,1,35,2019,6,28,179,6
63610,310670,Bronx,40.88057,-73.83572,Entire home/apt,2,38,0.5,13,365,2019,6,27,178,5
24412104,91034542,Manhattan,40.74408,-73.97803,Private room,5,42,2.87,1,2,2019,6,30,181,1
32928652,17577495,Manhattan,40.76135,-73.98698,Private room,3,3,1.67,3,45,2019,6,24,175,2
33431687,25282730,Manhattan,40.80653,-73.94942,Entire home/apt,1,15,5.23,1,9,2019,6,30,181,1
36302780,55108207,Brooklyn,40.67928,-73.97069,Entire home/apt,3,0,1,1,31,2019,6,30,181,1
